area,avg_price
61.770,10547411
61.830,8350871
61.850,6531114
61.860,4991001
62.560,6875036
62.740,5989497
62.790,4452445
62.960,6983130
63.080,3945601
63.170,4387202
63.420,7167438
63.565,5050000
64.050,7775868
64.460,6136415
64.750,11911322
64.920,8135382
65.060,7293960
65.330,9954442
65.380,5547723
65.550,8632108
65.560,7883598
65.990,7900102
66.090,7300183
66.140,6396721
66.190,5708807
66.260,5627978
66.510,7533325
66.720,4108285
66.950,7975603
67.100,9134256
67.110,6733556
67.130,10364336
67.150,7586062
67.320,11251054
67.420,4613398
67.660,7526525
68.000,6798417
68.010,6856462
68.030,8629435
68.300,7347315
68.480,5208420
68.490,25828710
68.510,9649347
68.860,9742546
68.900,16339394
68.990,5901547
69.190,5677175
69.370,16033043
69.410,8850022
69.500,9349115
69.880,6481479
69.890,8296160
70.110,7607475
70.200,8328854
70.330,5632318
70.450,6886842
70.630,11432326
70.670,12048038
70.870,7491029
71.600,7940045
71.610,14701144
71.740,6566756
71.830,7945092
72.000,7524801
72.320,8608511
72.350,6947183
72.410,8085130
72.430,11584171
72.510,6493541
72.570,6023625
72.770,5494751
72.860,8128849
73.030,5408741
73.160,12023363
73.600,8260537
73.690,7405544
73.940,13460591
74.040,5314921
74.130,14866009
74.140,5892364
74.190,6493781
74.310,6746355
74.420,8042445
74.470,9100860
74.600,9284861
74.690,5136389
74.950,9364683
75.080,6525541
75.630,7774526
75.820,6633330
75.910,8876044
76.020,8863337
77.020,8775426
77.310,7655274
77.410,17189784
77.480,6663099
77.670,8201709
77.760,7190791
77.920,13961494
77.930,9343549
78.220,6754882
78.610,9789181
78.630,7648309
78.650,8663522
78.680,8027604
79.060,7429136
79.440,12489100
79.870,6606919
79.890,5558351
80.080,4632162
80.130,12769434
80.270,5379339
80.350,10442129
80.450,6800669
80.490,13563224
80.550,14031254
80.750,9008732
80.890,9507854
81.100,13169700
81.210,8860054
81.270,18612659
81.790,8385067
81.910,9808564
81.960,6996428
81.990,6991204
82.130,9095959
82.200,9831035
82.230,8419013
82.380,7030891
82.420,5832668
82.530,6755263
82.590,9886226
82.600,9388776
82.630,5762100
82.760,9598848
83.000,10336819
83.070,10154695
83.280,9127495
83.720,20989097
83.810,5787804
83.830,18591562
84.400,9812210
84.520,7520193
84.800,12563339
85.190,12074756
85.280,7029815
85.440,7810925
85.470,8820420
85.630,6984926
85.680,20977746
85.980,7325874
86.010,8435496
86.040,7958084
86.140,7487965
86.390,5687511
86.430,5743514
86.500,10982499
86.780,12178091
86.830,10897055
86.930,6237709
87.020,6896376
87.460,11925070
87.690,8132833
88.230,12074350
88.300,13388736
88.340,8754579
88.350,7999615
88.640,17493911
88.680,9714301
88.710,11184322
88.740,8336480
88.810,8599759
89.490,12507897
89.710,12608873
89.800,10450317
90.180,7613408
90.550,11351620
90.630,10415919
90.760,13600220
90.870,10081952
91.070,7173822
91.330,10851958
91.360,9153675
91.860,10508033
92.010,10925573
92.360,8998833
92.380,10100000
92.630,12789108
92.740,17564956
92.950,5176006
92.960,5100882
93.290,8871971
93.300,12273231
93.330,7005213
93.340,9240195
93.750,9232235
93.830,11777479
93.880,6429049
93.930,5147039
94.190,14898962
94.410,7418315
94.540,9451719
94.670,17546371
94.930,24809999
94.940,4614479
95.290,8740945
95.560,12285552
95.770,15344089
95.810,15220609
95.850,5728047
96.070,10110498
96.160,23579266
96.190,10802980
96.200,14046400
96.210,11478409
96.540,20454742
96.750,17773529
97.010,22415472
97.080,3818946
97.130,19278284
97.220,10044552
97.320,12385030
97.610,23037044
97.650,5457356
97.710,9184740
97.770,18269640
97.910,4968378
98.180,6560878
98.300,12497315
98.370,16518764
98.470,10259860
98.630,8433762
98.640,8616000
98.680,6737284
98.830,6822316
99.070,9201537
99.120,9072126
99.210,40686021
99.260,7149443
99.300,14271761
99.380,9269527
99.450,22823775
99.570,12418970
99.760,9089580
99.930,13439485
100.100,15114641
100.140,13045157
100.240,6994629
100.500,13859907
100.750,19853727
100.770,7074054
100.820,11281874
100.890,19164831
101.060,9490327
101.250,9807000
101.500,13074476
102.160,5081514
102.640,57283543
102.680,7102441
102.690,10812539
102.880,6670357
103.140,14649824
103.260,11902893
103.390,16600358
103.430,6186255
103.460,7924939
103.530,24674015
103.840,11891924
103.890,18768739
103.900,23399203
104.030,14500000
104.150,9641204
104.310,34422300
104.590,12555329
104.790,11885228
104.860,5250142
104.900,16089220
105.160,8856248
105.170,26546668
105.240,7682500
105.570,5278500
105.890,34749000
106.040,41384493
106.370,19713496
106.410,19986120
106.710,8791128
106.870,6999683
106.900,15278502
107.140,65762393
107.450,10465260
107.460,57400000
107.480,19265149
107.560,8840831
108.090,17792246
108.150,26000000
108.470,18596374
108.740,36743261
108.820,7900000
108.850,37469500
108.920,19631565
108.970,20837971
109.040,18208336
109.160,9846250
109.170,10302395
109.300,17732628
109.580,10498742
109.690,5912813
109.770,10878399
109.940,15919007
109.970,18500000
110.000,17674072
110.150,9454541
110.180,222000000
110.190,20024193
110.680,10079258
111.400,14495751
111.410,8963737
111.680,13805000
111.800,17399906
111.840,5726200
112.120,22579805
112.200,20395992
112.350,4550175
112.400,15188063
112.610,11160295
112.720,4800000
113.000,18428945
113.370,12299557
113.390,36395205
113.750,7469000
114.040,7612170
114.060,11150000
114.510,32264406
114.600,17998801
114.620,11519310
115.120,36660606
115.140,46035720
115.740,26320000
116.050,14312833
116.230,16227000
116.280,12621960
116.410,13300000
116.510,8655111
116.990,11519008
117.080,4331960
117.110,31473078
117.200,15939429
117.260,27221950
117.320,16830196
117.890,8500000
117.900,18561608
118.700,17984582
118.760,8860000
119.200,15238207
119.390,9116016
119.430,8479530
119.570,13575000
120.150,33893599
120.310,7220000
120.810,50225000
121.400,14449107
122.090,37841150
122.320,20192161
122.700,25483575
122.790,5975000
123.020,13532000
123.050,19903337
123.370,46619000
123.380,31420210
123.420,9520000
123.570,11036860
123.890,17096820
123.980,37263772
124.050,5830550
124.370,32591049
124.510,90082985
124.780,49440870
125.160,10897022
125.170,13936144
125.650,13822000
125.970,16068085
126.240,12590000
126.500,24237688
126.580,9683333
126.640,8159897
126.930,54650164
127.060,104252730
127.200,19427551
127.500,20661542
127.570,34609553
128.030,12610955
128.120,20558454
128.200,20038844
128.730,39234651
128.740,9317879
128.760,14080000
129.190,14815813
129.300,21447331
129.940,12223333
130.040,50093151
130.320,26604933
130.480,83979000
130.700,24008460
130.880,18977600
131.400,20650664
132.020,48591511
132.660,58675518
132.820,18988000
133.200,19799239
133.560,41904450
133.590,41412900
133.690,14500000
135.470,38254668
135.780,40557486
135.840,15455706
135.930,61884851
135.940,25950000
136.700,31739623
136.760,16407672
136.770,47169567
136.870,33573150
137.580,13072857
138.760,11378320
139.700,21185888
140.600,26623752
140.680,16650000
140.720,44591000
140.860,11700000
141.420,24041400
141.440,14905760
141.690,4700000
142.300,26009450
142.520,11300000
143.570,51685200
143.820,44975010
143.900,32318194
144.030,52264505
144.250,57315352
145.010,22889304
145.040,49500000
145.050,32636250
145.200,29482839
145.300,34059314
145.530,14500000
145.800,14330849
146.070,14177000
146.230,11357196
146.250,37975000
146.310,37787980
146.490,16610000
146.940,12196020
147.290,7652622
147.300,23776610
147.590,12820000
147.900,23046963
148.080,41462400
148.150,8740850
148.700,26350303
149.490,153790238
149.690,15807833
149.810,14981000
150.050,17661250
150.500,42678557
150.560,100513856
150.920,119688343
151.290,65054700
151.590,69702688
152.120,15622419
152.190,11663325
152.350,14050000
152.460,13610896
153.300,51316526
153.330,8931000
154.090,55789635
154.730,14504730
154.840,17000000
156.190,14206000
156.260,5467000
156.560,28553500
157.120,30756160
157.300,24214072
157.410,55000000
157.450,25859845
157.600,32964590
158.510,26403266
158.800,41228095
158.940,88211696
161.600,30939473
162.200,38620020
162.440,51436666
164.100,32464696
164.500,46934082
166.760,13089320
166.780,48500000
167.490,11250000
167.910,13442800
168.250,27342857
169.390,14134921
169.700,31392794
169.900,72196863
170.660,30563636
170.800,97096897
171.500,50072371
171.710,51110000
171.870,158062679
173.680,8685000
174.400,34192415
174.700,56774111
175.020,40023250
175.500,45208766
175.510,142995905
175.700,61318447
177.400,46567120
182.600,103784537
182.740,9990000
184.850,60741710
185.400,24183111
186.200,47342375
186.670,14933600
186.900,52507987
187.700,37467141
188.000,58979189
189.480,61257269
190.060,49960000
192.300,69365779
192.820,15250000
193.760,9698000
194.000,55579995
195.720,45000000
197.050,17438925
197.630,20000000
198.300,42840240
198.800,88213239
199.370,210000000
199.450,19500000
199.840,125622000
200.700,45970460
201.030,13990000
201.150,31778000
201.800,37642918
203.900,34385823
203.920,71372000
204.040,8499000
204.750,22550600
205.500,69909275
206.420,7421980
207.400,88813800
207.700,16093681
209.100,58261442
209.200,63838863
209.400,65383333
209.700,53255188
209.960,17940000
212.630,22050000
213.470,17000000
213.600,71057053
215.160,34050000
216.600,33180512
221.200,106079857
221.470,39800000
224.100,128428571
224.570,220000000
228.200,235994472
229.500,65266666
229.880,344820000
232.700,87975232
233.100,72651803
233.110,34650000
233.160,18800000
233.200,16650000
233.300,37477834
234.100,20570960
234.440,24076519
234.520,205205000
236.300,65741333
238.200,24450000
239.800,34150000
243.200,219299931
244.500,191801127
245.610,243397053
246.700,28446076
247.400,4200000
247.800,44655000
249.100,48250000
249.200,22320478
250.900,18566600
251.800,35050000
252.200,58300458
254.100,73255750
254.900,125747138
255.800,98067610
260.100,177550342
262.500,56585000
262.900,96095437
263.200,170592222
263.640,21488241
263.820,21502912
264.760,21236400
269.000,61661902
270.600,573486004
271.150,15000000
271.300,329314259
272.400,136015596
275.700,261915000
275.800,172500000
276.400,195630187
278.580,433259205
278.900,146813509
279.500,182446629
280.500,40000000
280.600,73324000
281.230,28423353
281.400,190371461
281.500,16695000
284.400,24283333
288.500,230000000
288.600,42000000
291.300,80707966
292.200,81466421
292.300,5846000
292.400,254963333
296.900,82000000
301.000,102547145
313.300,61500000
322.300,129497500
327.430,445454709
327.800,550000
329.000,176745048
331.300,48590666
335.700,256861756
339.700,35000000
342.000,145730534
343.800,79000000
345.000,146671170
346.200,180000000
350.580,162763260
350.600,13000000
351.300,40500000
371.100,420000000
378.000,74543904
381.400,65220000
384.000,100714444
385.900,72000000
386.600,25000000
387.980,34918200
389.800,694468050
401.400,178000000
407.500,106500000
410.000,120953822
414.600,237564000
416.200,832000000
423.400,29900000
424.700,849511911
425.000,405767656
433.200,391179600
433.900,137777776
443.800,726085375
454.100,150000000
466.700,50000000
487.000,363753071
488.600,3849000
493.400,64000000
1.500,120000
4.600,1400000
5.000,3287425
5.200,286000
8.190,1815000
9.110,2225000
9.400,1465550
10.240,2445000
10.920,2600000
10.930,2234428
11.700,1536994
12.750,650000
12.760,1900000
12.880,1575000
12.970,5292000
13.600,1538056
13.960,4364000
14.790,1170625
14.950,3476157
15.010,3099500
15.060,3930000
15.160,3380000
15.170,2915666
15.300,2203994
15.770,3735000
15.890,3098550
16.360,4210848
16.690,4264601
16.840,714336
17.310,5266338
17.430,5838556
17.800,2328844
17.860,2625000
18.070,640000
18.150,2535662
18.170,2345235
18.210,2665000
18.250,2723625
18.440,3164892
18.700,2138128
18.720,4754700
18.730,2979950
18.820,4112222
18.850,2830666
18.920,2405185
18.970,4506815
19.120,1738000
19.330,2220140
19.480,2487656
19.960,2442028
19.990,4374141
20.140,6140981
20.200,3207560
20.800,2807927
20.970,3245798
21.110,4577057
21.290,3692803
21.360,2940305
21.500,4842277
22.060,2567928
22.440,3029859
22.580,3564211
22.790,2929015
23.090,3951108
23.150,2718418
23.200,3308600
23.220,3508502
23.270,4720558
23.540,3384248
23.720,3396270
23.790,3774319
24.020,3246155
24.150,4509817
24.510,3782087
24.550,3444355
24.790,4469878
24.810,3841056
24.900,5511321
25.000,3925488
25.360,2975959
25.610,4078367
25.620,2464592
25.720,4200970
25.740,3594751
25.760,2502967
25.940,3513752
25.970,3616630
26.080,3413981
26.220,4077254
26.420,3671292
26.450,3548431
26.490,3903677
26.550,2958979
26.600,3277534
26.630,3576431
26.670,3441352
26.940,3432068
27.380,3555922
27.620,2638239
27.630,3975066
27.660,3614689
27.690,3144409
27.730,5187285
27.830,3903063
27.870,4431833
27.950,5551724
28.220,3254468
28.550,2585191
28.590,2539159
28.670,3414237
28.720,3173930
28.770,2651053
28.940,5002605
29.000,2865838
29.010,3891117
29.100,3039381
29.220,3857756
29.440,2599069
29.610,4554363
29.670,3387650
29.690,5133562
29.700,3415856
29.790,3233224
29.880,4247207
29.990,3125542
30.200,3287190
30.210,5136799
30.280,3245706
30.290,3565239
30.380,3590249
30.420,3615373
30.440,3953886
30.530,3923033
30.670,4269165
30.750,3419987
30.810,4617283
30.980,3063503
31.120,3570500
31.160,4089413
31.320,4778789
31.640,4617551
32.120,3895390
32.370,3438690
32.390,3721905
32.630,3471690
32.660,5716611
32.730,3837291
32.780,4941401
32.790,3656121
32.990,4264763
33.140,4387575
33.350,4112132
33.510,5000825
33.740,4385642
34.010,4803007
34.070,4393088
34.160,4465763
34.300,5470544
34.320,4593280
34.510,4557993
34.610,4927473
34.740,3641022
34.760,6362522
34.960,3814169
35.280,5116158
35.310,4625883
35.470,4990461
35.500,4134841
35.600,4325622
35.680,4398495
35.950,3502657
36.080,17913419
36.500,4742647
36.900,4101167
36.990,4556275
37.070,3591046
37.340,3800241
37.470,4573793
37.650,4795661
38.260,5138904
38.690,4166671
38.920,4963260
39.020,3280946
39.130,4658781
39.720,3561730
39.800,4472614
39.850,6569681
39.870,4807757
39.910,3981738
39.990,4296102
40.110,4342460
40.160,5169204
40.210,4954273
40.260,3655683
40.710,3981580
40.750,5296430
40.960,4015533
41.370,4675398
41.480,4392169
41.530,4322962
41.630,3950111
41.980,3262878
42.330,4121981
42.360,3607137
42.530,4137720
42.610,4805944
42.760,4314018
42.900,4523991
43.050,4225026
43.340,3680227
43.390,4106207
43.450,5829111
43.610,4526849
43.800,4040038
43.890,4826937
43.970,4002630
44.360,4704494
44.480,4597648
44.570,4486257
44.980,6068360
45.150,4620114
45.170,4461450
45.310,7999055
45.320,4409265
45.340,5959731
45.540,5057834
45.560,10927251
45.680,5533685
45.750,5019555
45.950,7193859
46.270,6974026
46.580,4181845
46.610,5144669
46.630,7003728
46.720,3994359
46.860,5592082
47.660,3712759
47.880,5473226
47.910,9746694
48.050,5233229
48.130,4884174
48.390,4467610
48.670,3454702
49.150,6047157
49.270,11181143
49.480,5727023
49.800,8506656
49.820,7944412
49.910,4673646
50.490,5541231
50.850,5545332
50.980,3839201
51.070,4459797
51.260,4290622
51.510,5681020
51.860,5311911
52.030,7283707
52.260,6897023
52.450,4194308
52.800,5122086
53.080,5037366
53.110,8805231
53.190,5795986
53.290,6263592
53.350,7226026
53.430,5878464
53.520,7674126
53.640,6572684
53.790,16547834
54.020,5192761
54.200,5675931
54.380,4893503
54.500,6090750
54.520,6982947
54.650,6528058
54.690,5673498
54.720,6865651
54.760,9493522
54.810,5140611
54.830,6064616
54.850,4740499
54.950,7806622
55.030,6499947
55.090,7827877
55.270,5487601
55.310,6015330
55.650,6603043
56.030,8109852
56.080,6710779
56.350,5771195
56.440,4970963
56.540,6235287
56.600,5835730
56.620,7126672
56.660,4249791
57.160,6860032
57.190,6551989
57.230,6634447
57.260,6844375
57.340,6676301
57.410,5603190
57.500,5798892
57.540,6130954
57.610,6364796
57.970,4817630
58.320,4701667
58.350,5292981
59.020,4517383
59.170,4896963
59.250,4682625
59.280,9257152
59.390,9889008
59.900,5618372
59.970,5678899
60.089,3583629
60.330,7289147
60.550,7901261
60.560,8485037
60.710,4602360
60.820,6539465
60.850,7990694
60.990,6153992
61.220,5920655
61.300,5974626
61.400,6760046
61.480,7794278
61.610,8226064
61.630,7833916
61.710,6923059
61.920,10044316
62.070,6009892
62.850,6549251
62.900,8866242
63.120,6993702
63.180,10932210
63.220,7945766
63.580,8299527
63.640,7625824
63.670,7078716
63.680,9618237
63.730,9142238
63.830,5308733
63.900,6326960
63.970,5973060
64.200,6345824
64.240,12085723
64.560,7206015
64.680,4766918
64.710,6010053
64.760,7144376
64.810,5173958
64.980,7814845
65.010,6402203
65.050,5841720
65.570,8425416
65.870,8860478
66.110,5719984
66.210,4034518
66.450,5826560
66.580,6926814
67.310,10199732
67.410,10544285
67.550,9121300
67.940,7804812
67.970,14283453
68.460,6106856
68.630,7081799
68.710,12062080
68.800,7560253
68.880,12137051
68.950,6035499
69.150,9191998
69.160,9806773
69.180,5141273
69.260,7221626
69.320,6185517
69.540,11966903
70.160,14448320
70.770,19880669
70.850,8472762
71.020,11720427
71.060,6362030
71.690,7403650
71.800,9397330
71.840,9030107
71.900,7822571
71.950,8982875
72.140,12655183
72.260,9787800
72.280,12114261
72.490,10146267
72.630,168619415
72.730,11453892
72.820,6843527
72.910,6029981
72.920,11414063
73.190,8072096
73.240,6856647
73.280,6953788
73.360,16989949
73.730,8685223
73.840,6681505
74.020,9188301
74.360,6297156
74.590,10084595
74.620,8448656
74.710,14998508
74.760,6236894
74.800,10338079
74.850,7337306
75.000,9403684
75.250,15596424
75.340,7571574
75.610,8184364
76.120,7714909
76.250,9074637
76.310,12411155
76.590,10458656
76.610,13589934
76.640,7400676
76.770,11307436
76.970,11756498
77.060,5486993
77.320,7775554
77.390,7713636
77.610,7016710
77.650,10887669
77.710,8432068
77.830,8230428
78.100,9369368
78.170,15346354
78.600,8225016
78.690,6695144
79.650,7716480
79.700,10188673
79.970,13919364
80.030,8491924
80.060,7789887
80.330,7592060
80.440,5156247
80.590,9826848
80.720,11781154
80.790,17038901
80.800,9155053
80.950,8749323
81.110,10941958
81.290,9330571
81.330,17354518
81.380,7384198
81.520,14940151
81.560,12661199
81.800,11068836
82.210,15388745
82.424,5563620
82.470,10390968
82.490,8661316
82.670,6510372
83.290,10880303
83.650,12271581
83.730,11948445
83.780,10070540
84.160,8407528
84.190,6941594
84.250,13634324
84.490,15955703
84.910,5629971
84.920,10569307
84.930,11219733
85.060,6171430
85.390,16657208
85.650,13807475
85.750,5474666
85.780,15906504
85.940,11179503
86.250,11550000
86.520,7929494
86.530,13811184
86.580,7133307
86.650,10465136
86.710,14025006
86.740,12921727
87.150,11910481
87.380,11324152
87.580,18218606
87.810,10013462
87.880,10396121
88.050,14775846
88.100,10445731
88.690,6842221
88.820,11657569
88.870,17973191
88.890,14085652
88.910,10985416
88.960,12780113
89.000,11422873
89.210,7108592
89.260,11744505
89.310,6598706
89.330,27496021
89.530,12217518
89.580,10485575
89.600,19074126
89.860,7133518
90.310,9644270
90.320,10316119
90.540,12675000
90.910,9302973
90.920,9109791
90.940,11295882
90.980,8252572
91.060,6401508
91.290,20706810
91.350,10196454
91.610,15701086
91.660,17615820
91.870,9280258
91.910,7229546
91.960,18887992
92.130,5450000
92.390,19517961
92.700,11540733
92.710,18914999
93.630,5682065
93.840,12997094
93.940,23974515
94.220,11025949
94.240,11006250
95.260,5140874
95.410,9727184
95.460,7230967
95.520,8207771
95.530,12982400
95.540,7889682
95.610,6717856
95.680,10323952
95.700,12805274
95.710,16063191
95.890,13820172
95.910,7628851
96.580,21711300
97.140,10727948
97.160,16636416
97.270,15096019
97.370,9490255
97.690,12954489
97.740,5923044
98.010,8406345
98.090,32191726
98.360,5450000
98.390,28549667
98.580,6397060
98.760,7871165
98.920,7966958
99.200,12909495
99.680,15874770
99.950,22899822
100.150,16860000
100.170,8378300
100.340,9311919
100.510,16328060
100.620,16755360
100.650,6626809
100.920,29286372
101.090,15864673
101.150,21941751
101.190,6750742
101.310,12608420
101.450,9952000
101.650,9327270
101.700,14454192
102.190,9275310
102.380,15976358
102.630,20870706
102.810,11785872
103.030,16460404
103.150,29198825
103.290,13104884
103.330,8413735
103.510,21577689
103.790,10171053
103.910,34359573
104.040,6389880
104.050,11721233
104.540,21181945
105.110,24864824
105.120,13311319
105.180,23755066
105.300,13974038
105.440,30830308
105.460,22646700
105.580,5716545
106.200,14521281
106.390,5638670
106.490,24060516
106.640,34999804
106.880,30274171
107.170,12424000
107.750,16617170
107.860,22978582
107.920,10050000
107.930,17585164
108.200,13967663
108.540,10249792
108.640,12386297
108.870,12348145
109.100,20512879
109.290,46330559
109.350,25267140
109.450,21506220
109.460,7818026
109.510,38000000
109.800,21267718
109.880,32071942
110.040,10942480
110.390,10609704
110.810,24981000
110.920,25771033
111.060,27849180
111.180,15100000
111.300,23896834
111.380,24973401
111.770,35766400
111.830,6013328
111.920,9120880
112.150,70093750
112.220,9775000
112.380,15497394
112.500,17914329
112.680,7199000
112.930,12954000
112.970,33161425
113.150,16496280
113.210,5037845
113.260,26595800
113.280,90642571
113.350,28768230
114.160,12650000
114.640,16063282
114.830,47209713
114.860,9700000
115.370,32451195
115.420,8238433
115.470,10750000
115.500,15558957
115.770,11893665
115.900,13965558
115.980,26580683
116.160,6496380
116.270,35130150
116.540,31909744
116.790,20781220
116.850,7452605
117.230,14704770
117.580,21928450
117.690,13116550
117.980,13725306
118.520,52148800
118.640,55717298
118.790,28258430
119.320,72125580
119.530,5388154
119.710,23081359
119.750,30935500
119.800,16649860
119.850,8982631
119.880,60179772
119.980,33163000
120.850,36073551
121.120,18432952
121.160,8834697
121.220,5939780
121.440,11869230
121.450,53304405
121.460,31110883
121.720,10847354
121.800,20706864
122.100,25989602
122.300,17591817
122.630,57550259
122.670,57832364
122.930,167519979
124.100,23640278
124.180,31085000
124.390,11499164
124.990,36242000
125.030,34359175
125.130,13380850
125.320,10934784
126.300,17426941
126.660,18960200
126.680,46636092
127.140,18095138
127.330,17444218
127.380,63690000
127.560,38586900
127.960,19835147
128.210,17800000
129.030,11445180
129.330,37479991
129.410,12400000
129.860,112697280
129.950,17592704
130.050,11700000
130.310,42311657
131.460,28986930
131.580,5950000
131.590,30214241
131.810,34216005
132.380,14627000
132.400,24871637
132.600,21871384
132.900,22720697
132.950,47738000
133.040,13416086
133.060,23076751
133.340,14554000
133.430,17400000
133.640,11844050
133.850,36298375
134.220,10549390
134.460,15100000
135.080,110900680
135.400,23202099
135.590,85930237
136.110,213000000
136.460,26685116
136.650,68325000
136.680,36400000
136.800,48876656
137.150,7850000
137.230,39000000
138.050,33114442
138.250,48387500
138.960,54985066
139.460,19700000
139.650,16522850
139.720,14670600
140.300,17756334
140.330,27163369
141.350,34105350
141.740,52370968
141.800,33035356
143.470,13570000
144.200,20448498
144.270,45051679
144.360,79398000
144.380,63704787
144.500,25242818
144.520,42636200
144.980,6580000
145.120,46938662
145.270,18000900
145.850,59017808
146.220,8160000
146.300,35014688
146.920,16116300
147.100,28337876
147.570,15500000
147.690,12463333
148.170,7556670
148.270,25395000
148.380,188516800
149.250,15904133
149.300,30191791
149.680,37420000
150.310,36074400
150.580,99207273
151.000,34364437
151.190,9000000
151.490,71078435
152.130,57798311
152.320,69914187
152.500,54377788
152.590,19000000
152.830,13962210
152.860,13704969
153.170,13365000
153.210,12134232
154.800,33843818
154.830,37158950
155.640,34583000
156.250,42669900
156.400,34571907
156.590,23095854
156.600,28084195
156.680,17783180
157.350,8182200
157.470,39290476
158.150,15700000
158.210,16213400
158.550,12839239
159.220,112319200
159.680,14183400
160.690,11500000
160.750,109221150
161.420,51861766
161.560,18100880
163.020,93173190
