area,avg_price
40.470,5024755
40.620,4808516
40.760,3404896
40.900,4173411
41.290,3737660
41.330,7277097
41.380,7050553
41.490,6082326
41.720,4331049
41.810,4974945
42.160,5214841
42.370,5642100
42.410,5724060
42.510,5547644
42.560,3821175
42.750,4399451
43.290,6233729
43.410,5349646
43.530,4250503
44.120,6523505
44.180,4418124
44.220,4881933
45.670,6439910
45.710,6518557
45.790,4136946
45.880,3614461
46.060,4204303
46.090,12176453
46.380,5765068
46.510,4571381
46.540,8067218
46.670,5250797
46.760,4776024
46.870,7936235
47.370,5055731
47.510,6205685
48.160,4311751
48.350,6838915
48.480,4611767
48.750,8946800
48.920,7074399
49.000,4842437
49.410,6342452
49.490,5633543
49.550,5597564
49.760,5469994
49.790,6320387
50.360,5252702
50.440,5360917
50.550,4208322
50.590,5629810
50.630,10064052
50.770,6633928
50.810,6428426
50.860,5210765
51.050,4064467
51.130,5315677
51.300,5405672
51.440,6302688
51.620,6121095
51.650,13058299
51.690,5379742
52.120,7126723
52.140,6035963
52.420,6634005
52.630,5780400
52.720,7371797
52.730,5853875
52.780,5536955
52.990,4251025
53.390,6064571
53.400,7412464
53.510,7716976
53.770,7810886
54.320,5309739
54.370,6484287
54.400,5592126
54.430,5803925
54.590,10029589
55.050,9456219
55.150,7015751
55.320,8342032
55.450,4545231
55.570,5805945
55.820,5222367
56.140,3839731
56.420,7967856
56.670,4733833
56.740,8244673
56.990,7859854
57.000,5785237
57.010,7616915
57.440,6484306
57.600,7919742
57.820,8201346
57.870,6105190
57.920,5206759
57.960,6165045
57.980,6562015
58.170,5124918
58.240,5712191
58.680,7137832
58.730,6272257
58.810,5593623
58.930,6252253
58.960,5908977
59.360,5402058
59.370,7551850
59.520,6353660
59.770,6253810
60.750,6784272
60.800,6867209
60.890,8192249
61.270,6416595
61.320,4677949
61.420,5815569
61.590,5075218
61.910,6030084
61.940,8438429
62.120,16687080
62.130,14937216
62.150,6250531
62.190,8097773
62.430,11714082
62.870,4307142
62.890,5172582
63.100,9362032
63.160,4270110
63.330,18779573
63.870,6012701
64.000,6036380
64.010,5700279
64.280,7556084
64.430,5640628
64.610,6885792
64.830,6878042
64.910,8495567
64.940,7921943
65.040,9692175
65.090,5703362
65.320,6210788
65.400,6591612
65.440,16458709
65.700,7570856
66.350,7983459
66.550,9773493
66.920,9088585
67.230,6591110
67.620,9207660
67.730,6922619
67.790,9190915
67.800,8133479
67.960,14150791
68.050,6144196
68.390,6990249
68.750,7923942
68.790,10455465
69.010,16679189
69.270,12704432
69.340,8860656
69.360,7784544
69.630,7633440
69.930,8971491
70.190,8491122
70.460,7135498
70.700,8421161
70.800,7823756
70.920,11853890
71.080,7391332
71.220,9634927
71.250,9094219
71.410,13803636
71.770,13197985
71.920,6703601
72.170,13528390
72.390,5498385
72.540,5832896
72.610,8698501
72.780,9232597
72.940,10181686
73.320,9372310
73.430,7447312
73.510,7296916
73.520,9109529
73.620,6986883
73.810,7812313
73.900,8157492
74.150,12458105
74.160,9667994
74.220,6921987
74.293,10463920
74.450,12563372
74.560,5856651
74.570,6356159
74.900,9908670
75.120,8826138
75.190,12784946
75.430,7188938
75.500,8993545
75.620,7048487
75.700,8606849
75.830,6056512
76.180,6757758
76.220,9934766
76.230,6387718
76.300,8841680
76.440,10003544
76.690,12155197
76.730,13406919
76.900,8301832
76.960,13696279
76.990,6604750
77.110,7718272
77.180,5977979
77.560,5594842
77.590,8625999
77.680,9307350
77.730,11936348
77.850,9199360
78.090,7422625
78.210,17510451
78.240,7795991
78.560,10809109
78.750,8311980
78.830,14561135
78.910,10637730
78.920,8381292
78.990,16970376
79.250,5979784
79.370,8819593
79.400,10809136
79.590,9885613
79.940,7793317
80.010,8048336
80.050,6783610
80.230,19121544
80.510,6353440
80.730,7447204
81.030,12877838
81.060,12380521
81.348,9500000
81.370,6577837
81.630,5989610
81.660,10647711
81.780,6985621
81.830,7417040
81.940,9076889
82.120,6761642
82.550,8002782
82.610,7464219
82.870,8311395
83.180,7535321
83.380,23450942
83.480,6347308
83.980,15257288
84.010,11229927
84.470,12333613
84.480,8208217
84.590,8433492
84.830,5898130
84.840,4929909
85.050,4993904
85.200,10018587
85.290,6440176
85.460,14138195
85.890,15258530
85.930,13882459
86.180,5787805
86.230,6993195
86.260,20561248
86.800,11718715
86.840,5801828
86.870,18038296
86.960,11553483
87.180,7795127
87.390,4127173
87.910,6027159
88.060,14285813
88.210,9048369
88.500,13391987
88.620,10614338
89.070,20199903
89.240,4823552
89.370,10820846
89.520,8755238
89.730,13223035
89.780,8562805
89.870,14423817
89.890,6743394
90.200,11716800
90.250,8645509
90.300,10976125
90.420,4590377
90.530,10508029
90.660,9461744
90.730,8143481
90.950,17005726
91.200,11829380
91.250,10200162
91.480,20206834
91.810,8537378
91.830,17210666
92.260,7300000
92.430,18017655
92.480,14125193
92.540,16361168
92.650,7859627
92.770,7117861
92.780,11861684
92.970,7996681
93.070,13057428
93.460,7757408
94.200,13789468
94.280,15000230
94.330,11453277
94.420,13583810
94.500,11049208
94.870,6418877
94.900,13219086
94.920,9775881
95.000,12852647
95.080,12530000
95.100,14472983
95.110,11567571
95.150,9642396
95.370,5383996
95.390,5246875
96.060,9763634
96.310,17628116
96.410,12100000
96.460,5395658
96.480,11239598
96.530,32945616
96.650,22981929
96.950,7360290
97.060,13806366
97.150,29006261
97.310,19338967
97.460,9510000
97.790,6545000
97.830,15816353
98.150,14938794
98.480,21960920
98.790,24074222
98.990,5704272
99.000,12965350
99.590,9705676
100.040,13912682
100.130,7528371
100.290,10066324
101.110,7026500
101.160,14683128
101.470,42574912
101.800,14827530
102.210,9250000
102.300,14615974
102.410,10543496
102.500,12947266
102.580,33142933
102.840,31326000
103.300,15325309
103.320,19127020
103.420,13846060
103.450,8500100
103.550,18512308
103.780,10673166
103.830,5752206
103.850,6712507
104.070,16998000
104.140,6445502
104.160,22386601
104.400,16122307
104.570,10912970
104.730,22742642
104.950,24439633
105.390,16646800
105.450,13245286
105.870,32112632
106.150,19569731
106.330,10175500
106.350,7599938
106.460,10194609
106.690,15350231
106.700,20745837
106.810,7433976
106.930,18456337
107.100,13366462
107.320,17706850
107.530,14409020
107.620,16975000
108.040,23454286
108.460,11749502
108.790,13131250
109.050,24451191
109.240,36597472
109.990,10878011
110.370,14540000
110.560,15826772
110.840,50000000
111.100,19979801
111.160,20922118
111.230,10838750
111.270,8760261
111.470,30310402
111.660,13910975
111.940,13538887
111.990,17509926
112.080,4350000
112.090,53772143
112.100,26422424
112.420,23939839
112.650,7700650
112.710,7607538
112.910,46117252
113.420,10550000
113.480,27130800
114.020,12293642
114.190,17999720
114.220,16959527
114.400,18939321
114.610,8000000
114.740,15911387
114.900,19299486
114.920,46111650
115.100,19891885
115.250,8761459
115.310,32314928
115.390,22243818
115.590,22294941
115.650,40670250
116.200,19462504
116.260,7550000
116.390,48300000
116.420,9831985
117.600,19726333
117.630,12078462
117.670,30424986
117.850,56638592
117.940,19547650
118.010,8250000
118.080,6022080
118.130,11793311
118.260,19911489
118.500,18338584
118.620,30475000
118.740,28246536
119.420,58743645
119.450,14500000
119.540,58683768
119.740,8999596
120.200,22265349
120.430,23155404
120.500,18663915
120.830,10372363
121.010,27929108
121.040,8049160
121.250,11899736
121.290,26715333
121.310,47022924
121.420,14755338
122.730,10467399
122.950,10300000
123.510,14346300
123.680,5600000
123.800,23492952
123.860,14623265
123.880,39000000
123.950,12890000
124.890,9991200
125.600,18508817
125.670,18850500
126.200,25253947
126.250,53997347
126.400,21140150
127.030,8084995
127.300,27783593
127.900,29987340
128.060,31926940
128.080,40985600
128.410,10867609
128.440,11602413
128.600,18092279
128.670,13510350
128.820,9661500
128.830,102269501
129.080,13040000
129.390,15126500
130.070,11700000
130.450,17447687
131.380,21743666
132.500,18128193
132.560,76117000
133.140,38000000
133.260,15574926
133.470,100648412
133.770,17725714
133.800,36487825
135.380,24370080
135.600,29699865
135.700,29913359
135.880,11890000
136.690,12015000
137.110,9958750
137.180,7956440
137.630,24855555
137.640,22560950
137.800,34681783
138.170,14365500
138.450,38862370
138.600,32099199
139.470,14200000
139.850,18889100
140.200,59984899
140.320,29666250
140.550,11129350
140.940,13500000
141.000,29480977
141.100,26222500
141.300,31239457
142.220,17875000
142.650,8131428
142.980,22500000
143.160,14200000
144.040,222540800
144.790,37550000
144.795,14000000
144.810,58622414
145.700,21193172
145.910,17024593
146.710,11980000
146.740,73370000
146.900,24488788
147.370,37075472
147.700,18913986
148.920,115000000
149.000,31235399
149.080,20125800
149.540,238500000
149.650,8639316
149.880,12679848
151.080,10279388
151.230,22000000
151.940,25839800
152.050,31420861
152.070,70712550
152.600,42806744
152.690,11900000
153.050,22000000
154.620,14781492
155.060,49000000
155.100,43519624
155.300,38634628
156.100,52316822
156.170,15617000
156.270,35000000
157.500,38768136
157.870,57428305
158.260,56052740
158.500,36663439
158.630,28633333
159.080,15450000
159.160,12390000
159.600,35410707
159.920,47994798
160.080,13977600
160.220,137660396
160.290,82228769
160.320,149498400
160.960,48000000
161.590,134846855
161.760,18117120
162.350,43038985
163.410,35000000
165.200,45838009
165.300,24351816
165.450,165450000
166.180,12500000
166.300,71481385
166.420,13910000
166.580,113073578
167.390,133158745
167.500,54907153
167.640,10726500
168.200,28405400
169.400,42980565
169.680,12722250
170.500,61104048
170.740,15308036
171.160,19500000
171.560,10462920
172.260,191351302
173.640,15568041
173.900,37238234
174.360,44275452
175.300,31240857
175.600,28703185
175.650,172038636
176.000,48658031
176.300,65579914
177.060,64018972
177.100,36593373
177.520,15690000
177.600,28134744
177.950,23500000
178.390,22010000
179.030,194413630
180.710,126497000
181.500,21703714
182.810,41132250
183.000,37637323
183.400,27766882
183.490,36000000
184.720,15000000
186.500,60363034
187.980,166362300
189.420,60290984
189.700,55825140
190.000,46795148
190.690,162978704
191.200,35822165
192.350,200000000
192.810,21543783
193.190,38638000
194.100,33223000
194.700,248759280
195.600,48759200
196.500,54212927
196.600,42698633
197.920,30262500
198.100,83663764
199.200,72770125
199.900,51548097
200.120,287226780
200.500,64276585
200.600,56648475
202.230,26289900
204.030,7200000
204.910,271095930
205.250,71837500
205.360,26696800
206.000,79397651
206.300,43447428
208.300,54972250
209.420,18820000
211.800,68777234
211.830,49357000
211.850,96776879
212.400,89166620
214.580,17166400
215.600,90000000
216.100,26946937
216.410,17750000
218.330,200000000
218.700,84350650
219.600,32964000
220.030,134900000
220.100,175569025
221.400,44129361
221.410,8872197
221.510,99219820
221.600,157482366
222.000,180016002
222.140,90603914
223.100,118575000
223.400,74006000
225.000,66256788
225.600,14790000
225.610,17000000
228.000,88747121
231.200,187043750
231.250,24314318
231.260,36500000
232.100,180396466
232.250,13702750
232.300,99571428
232.970,203252000
233.000,89105650
233.900,33787800
235.600,19363636
236.650,113806418
236.900,29466666
237.200,100312147
237.800,71149923
238.210,29538040
239.100,152814776
239.600,42500000
241.100,79079444
241.250,17630000
242.100,138000000
242.200,97823920
243.100,158512735
243.600,93168600
245.800,6400003
246.110,259000000
246.600,33172655
251.000,259249463
251.200,200562333
251.900,15500000
252.100,264654885
252.820,26788301
253.300,32424375
256.500,28833333
257.400,209832968
258.200,23999000
258.600,22147500
260.270,33835100
263.000,148090699
268.600,17000000
270.210,39000000
270.700,94266666
271.140,15000000
271.700,282819708
274.500,28000000
275.100,54378181
276.810,35930000
278.300,31000000
278.600,70750000
279.100,119947580
279.210,18090000
284.300,260000000
285.100,176762000
286.850,29225138
290.650,22089400
296.400,382209807
300.500,190804050
300.630,22830000
305.300,171165152
306.800,293333333
307.100,6800000
309.690,149444998
314.270,444444444
321.800,95000000
323.300,32000000
342.580,40000000
342.900,321750000
345.300,167000000
351.600,33934944
352.600,30600000
352.900,1487480000
355.000,161063476
360.600,72233333
365.900,8500000
366.000,374495441
369.600,331141500
372.600,635750408
380.200,61402300
382.600,38900000
393.200,74000000
410.700,158000000
430.300,32600000
436.000,4778571
449.100,6200000
459.000,615420000
461.600,660668560
467.800,84204000
473.000,106585199
485.200,145000000
489.100,4200000
492.700,7300000
497.500,230000000
4.100,3000000
7.200,7500000
9.690,450000
9.700,2057881
11.370,3638400
11.600,1804407
11.930,2790000
12.140,2195000
12.240,2550000
12.540,2825000
12.820,1757020
13.650,450000
13.660,2190000
13.890,3120000
14.000,2072103
15.190,2449000
16.090,2405000
16.200,2015418
16.210,2094001
16.410,2900000
16.650,3133750
17.010,5217850
17.180,2500000
17.320,2656588
17.390,2019075
17.840,4208758
17.930,3554036
17.950,12785714
18.110,2637913
18.160,2000580
18.190,2129644
18.300,3761028
18.410,1454390
18.610,4047250
18.950,3032546
19.010,4807357
19.190,1839745
19.310,3508549
19.510,2559452
19.850,5220573
20.210,3339803
20.250,3984361
20.420,4508107
20.580,2410750
20.600,2782578
20.690,3164104
20.760,2039905
20.910,2069680
21.060,2428836
21.130,3235200
21.150,3231966
21.160,3920006
21.230,3498847
21.275,4689010
21.320,2873026
21.550,3749619
21.960,4146771
22.070,6469622
22.190,5025426
22.590,2843409
22.680,4425173
22.810,3869579
22.830,4052164
23.070,3112973
23.240,3138097
23.360,4776057
23.380,3323109
23.410,3848784
23.490,3154975
23.840,4088904
23.850,4617665
23.980,3748148
24.030,5858742
24.340,4385872
24.460,3387139
24.570,4443670
24.890,3640425
24.910,4298946
25.330,4546670
25.580,4756159
25.690,3162366
25.950,3650033
26.225,1417499
26.960,5921868
27.140,4418265
27.330,4730913
27.600,3398900
27.960,3277528
28.330,5507393
28.600,5356330
28.930,4539000
29.060,3266235
29.370,3559964
29.470,3605101
29.510,2253509
29.570,3674243
29.890,3499469
30.940,4458110
31.240,4676956
31.270,4862789
31.290,5657033
31.300,3123372
31.340,4039351
31.370,3692498
31.450,11543005
31.710,4058010
31.720,3585416
31.890,3494636
32.100,3972787
32.870,4158974
33.330,4153085
33.800,4369303
34.290,4412230
34.650,4127767
34.840,4881780
35.260,4583131
35.340,4707912
35.560,5151131
35.700,4348183
35.730,4452391
35.940,4725227
36.050,5497120
36.110,4976990
36.190,4653168
36.610,4089555
36.660,2726989
36.800,4835092
36.810,4228295
36.860,4472503
37.090,3598061
37.100,5634639
37.360,4618242
38.220,3898782
38.410,12997633
38.460,4219544
38.870,7586990
38.890,4976588
39.060,4851546
39.520,5216115
39.670,3743030
39.750,4258118
40.060,3599915
40.090,5595811
40.240,4363231
40.400,5433771
40.430,4870683
40.490,6554979
40.530,4726871
40.880,3736329
40.910,5722407
40.920,4767558
40.980,4251168
40.990,3991211
41.160,4370729
41.300,4389866
41.340,4419290
41.750,4403019
41.850,4832092
42.090,6490346
42.240,3913617
42.490,4149783
43.060,2613657
43.070,5019814
43.100,4270122
43.120,4195374
43.215,2214499
43.650,4508684
43.740,6661579
43.850,6250324
44.270,6602624
44.320,11748067
44.530,7375986
44.880,3747329
44.940,4930330
45.070,7694987
45.220,4424879
45.360,5832136
45.430,4321812
45.460,4214504
45.717,2100000
45.740,4871538
46.110,4720191
46.160,6042059
46.180,6511466
46.320,6063231
46.330,7872742
46.730,4310388
46.830,5402738
46.840,4809789
46.980,3637901
47.210,4869737
47.480,6495105
47.680,6356582
47.800,6650746
47.960,5499228
49.030,5189034
49.230,4617517
49.240,6759171
49.280,7198355
49.610,11759752
49.670,4344096
49.750,5698110
50.350,5692501
50.370,5650442
50.400,5595325
50.510,6560820
50.730,6535893
51.120,9993264
51.220,6491436
51.340,21052214
51.530,6783720
51.550,5035008
51.570,3793628
51.630,4819197
51.710,6470957
51.750,5884136
51.920,5705185
51.930,7648561
51.980,4973729
52.150,5052480
52.350,6102828
52.370,4809201
52.390,6695934
52.540,5748400
52.680,5114090
52.750,6150400
52.930,5732278
53.050,3907177
53.120,9212405
53.360,4440643
53.370,5266685
54.080,5882844
54.470,5491962
54.890,6123170
54.920,5700179
54.960,7112019
55.060,5934763
55.300,7565487
55.350,5323510
55.430,7330240
55.550,6188705
55.640,6965383
55.680,19062489
55.790,4903515
55.810,6351786
55.910,10385714
55.920,8110953
56.250,6222393
56.400,5806739
56.500,6959964
56.590,6259573
56.770,4403303
56.820,5656027
56.870,6713979
56.880,6410131
56.950,6242131
57.270,7823468
57.380,6657158
57.520,6140055
57.630,7579865
57.670,7455755
57.690,6294810
57.990,6714056
58.130,6416790
58.290,6215044
58.340,4801120
58.400,7467284
58.620,6811829
58.750,3485187
58.830,6910956
58.920,6292080
59.050,4945877
59.130,7603045
59.140,5327459
59.290,5742182
59.750,5684179
59.830,4794441
59.850,6479191
59.920,6989870
60.230,7997028
60.310,5752374
60.490,8679908
60.730,7495700
60.840,9860005
60.860,10512695
60.920,8419449
60.940,6056945
60.960,7063934
61.160,5971802
61.580,7700991
61.790,5362510
61.840,4419648
62.000,5971449
62.100,6062929
62.490,7266603
62.590,10880834
62.600,7517435
62.700,6219140
63.030,9261977
63.070,6526320
63.360,5745902
63.430,10069954
63.630,9641736
63.700,6487738
63.990,8934583
64.720,8398633
65.390,6661984
65.460,5370329
65.660,6442652
66.000,6401314
66.040,5818954
66.180,9980281
66.270,5175140
66.300,7366979
67.190,8476709
67.250,7667917
67.450,6232034
67.520,7298926
67.690,10605441
67.980,5276117
68.560,5565878
68.570,10359036
68.600,7366822
68.620,8538192
68.770,6124170
68.810,6165452
69.020,6696524
69.060,8967654
69.170,8785959
69.530,7444183
69.570,11594944
69.600,7592809
70.000,7447489
70.210,6997739
70.550,10700278
71.120,8082947
71.190,6783882
71.470,7790870
71.500,9678081
71.510,7018236
71.580,6340581
71.810,8867926
72.040,7871333
72.330,5536748
72.750,7914214
73.210,19776345
73.700,8262186
73.910,11469193
73.960,7920579
74.390,12720456
74.400,10476425
74.610,8000086
74.860,7869189
75.060,5933644
75.110,7640206
75.240,8312600
75.360,8025175
75.590,8908690
75.970,8253777
76.000,8406940
76.140,10652040
76.370,5332133
76.500,8664613
76.560,8492618
76.850,7487557
76.860,8163437
77.420,10569089
77.820,9613293
78.050,38621891
78.260,6386597
78.420,8014914
78.720,8919847
78.730,5289262
78.800,9037703
78.970,7033412
79.480,6873008
79.640,6777751
80.200,11799549
80.940,12035868
80.960,9240550
81.500,9111149
81.620,6857627
81.840,6060799
81.860,11139484
82.010,5208166
82.020,7781787
82.030,8909898
82.070,6647864
82.110,7022470
82.520,12184181
82.640,8462392
82.780,5636295
83.140,5510507
83.150,14122552
83.310,12715654
83.320,7896081
83.360,9901343
83.390,9626158
83.680,4729680
83.710,6374981
84.090,5672511
84.150,7668116
84.220,9041656
84.300,13832274
84.330,9718845
84.540,10730465
84.600,12056457
84.660,16179745
84.730,19009082
84.940,8917630
85.380,6671696
85.410,12799605
85.920,29800777
86.160,9320000
86.750,7010915
87.050,6782931
87.060,9107780
87.510,11859327
87.750,5694088
87.770,9993312
88.090,14454331
88.140,12619831
88.260,14422429
88.270,6610146
88.280,10485738
88.470,6115488
88.510,9894388
88.880,8189967
89.180,12415015
89.290,10622845
89.570,8196828
89.910,7906616
90.050,16325345
90.400,17483088
90.720,5026536
90.770,5293218
90.820,10715333
90.850,7657128
91.050,10624616
91.110,10620752
91.120,8826871
91.170,17022651
91.510,9720077
91.550,8423882
91.840,9864997
92.190,10763091
92.240,9913558
92.350,6899951
92.400,13026078
92.450,7886611
92.510,8205024
92.760,7913675
92.850,6982857
93.010,6124967
93.110,12018856
93.140,8578049
93.190,10779938
93.410,7083348
93.490,15388255
93.500,10813438
93.600,26587439
93.710,12267093
94.320,16502328
94.570,11601697
94.590,22409159
94.770,8665213
94.950,7814860
94.970,13018651
95.050,9630260
95.270,17031877
95.310,7131732
95.580,10790342
95.590,21729120
95.930,18582854
95.990,9341943
96.110,6805231
96.130,10342308
96.400,11805036
96.620,7298600
96.690,9768281
96.720,5845150
97.030,7773526
97.040,26655663
97.410,8301738
97.440,8827178
97.550,6824871
97.630,8087680
97.820,10739605
98.020,16314554
98.550,11786107
98.620,12903567
98.660,7825000
98.900,16065873
99.370,21318950
99.960,33173019
100.050,7731252
100.220,23551700
100.230,12766734
100.470,7076647
100.560,5816200
100.570,21757727
100.580,12019198
100.590,7435064
100.660,61532839
100.690,27116937
100.940,6773074
101.170,14524617
101.600,15766935
101.880,9407936
102.060,16142564
102.360,37722028
102.450,9620000
102.670,39014600
102.700,14483347
102.710,4700000
102.820,9496666
102.950,9089050
103.020,18142966
103.130,5484000
103.190,6884101
103.230,43752959
103.370,7797782
103.950,22949196
104.170,24084448
104.180,20107447
104.210,11406000
104.250,8340000
104.410,9333743
104.840,8104506
105.260,16022651
105.280,9488086
105.530,9178040
105.560,10778825
105.620,17489864
105.690,19257788
105.920,8194672
105.950,28724907
106.090,41124152
106.140,22662541
106.380,9627148
106.400,18038153
106.670,47533034
106.790,7965563
107.030,9429339
107.080,9208880
107.260,6897469
107.310,27394294
107.580,36032236
107.610,13913719
107.770,9926236
108.170,27879373
108.180,4458467
108.220,19000000
108.650,13352879
108.680,7673927
108.910,11424078
109.060,21275000
109.140,7104666
109.260,6333802
109.660,28939552
109.780,16492200
109.830,16035465
110.170,13782316
110.270,35901852
110.380,13211382
110.540,10501300
110.860,31950000
111.170,17094263
111.280,22256000
111.480,10790000
111.560,4574000
111.780,23597726
111.850,32145890
112.240,27784563
112.250,19884960
112.520,10575000
112.840,10500000
112.980,27825040
113.080,10979809
113.170,35908840
113.300,23398236
113.380,15364550
113.440,17922600
113.550,24148992
113.670,94356407
114.050,10400000
114.390,24453197
114.490,9435602
114.980,43769345
114.990,22164356
115.270,12250000
115.600,14808887
115.890,77364750
116.000,18137305
116.350,9444711
116.500,23162121
116.650,8306777
116.660,14208333
116.750,7390000
116.870,32257000
116.970,11045454
117.170,17852500
117.570,6951000
118.150,17722500
118.230,12442114
118.360,21444425
118.400,25750273
119.080,11000000
119.100,20304961
119.260,52783096
119.670,11484000
119.680,18909440
119.780,69068174
119.890,9684000
120.170,15341942
120.300,15798904
120.490,10541266
120.880,32476565
120.900,23618769
120.960,47020000
121.390,15782520
121.560,32497957
122.120,6626971
122.280,44365768
122.340,45877500
122.420,14624450
122.470,12232031
123.000,22185368
123.480,16724919
123.920,11459168
124.110,9744893
124.270,90322000
124.290,38654190
124.450,11540000
124.470,8702781
124.630,52759695
124.700,28123728
124.870,11991311
125.090,7500000
125.370,31131760
125.750,11138306
125.780,87920220
125.850,12060000
125.870,6108695
126.110,10790306
126.800,20389807
126.810,41664866
127.130,9655523
127.150,15022849
127.180,102140233
127.250,85140188
127.860,9006244
128.070,17929800
128.190,19585306
128.660,9782978
129.430,29045186
129.840,97380000
129.870,5700000
130.400,26060695
130.750,19656083
130.870,4973060
130.940,10706215
131.360,18520867
131.390,25860000
131.480,13883195
131.610,23232332
131.680,7142243
131.710,12612000
131.970,41535527
132.980,11877500
133.180,9698823
133.540,17678649
133.750,123432280
133.990,15087333
134.210,17000000
134.650,30634693
135.060,35486375
135.180,24328000
135.480,20375592
136.520,74294714
137.250,24095000
137.260,15592736
137.380,13500000
137.780,18428075
138.060,10390000
138.500,28506029
138.700,31510028
139.800,34197144
139.900,31396571
140.650,13590000
140.780,10935714
142.180,14090000
142.190,11350000
142.910,39454737
142.940,13600000
142.960,66702856
143.150,60000000
143.600,25090318
144.130,6900000
144.640,40623892
144.900,28542921
146.990,64000000
147.130,31927110
147.380,14746428
147.530,33700000
147.730,30500000
147.750,19308900
148.930,13403700
149.100,29184063
149.120,62928640
149.130,5850000
149.750,22462500
149.820,35247700
151.270,45197207
151.400,51684939
152.170,136012914
152.720,21000000
152.740,13998666
152.790,177533295
152.900,32990511
153.030,125675889
153.670,18400000
154.200,39382708
154.680,9190000
155.200,40442150
155.900,32748422
156.290,20317700
156.440,12124100
156.850,42606000
157.150,69610600
157.560,27573000
158.910,18099000
159.190,35416666
159.450,12000000
159.610,182200000
159.930,76922091
160.010,16930000
160.300,37780411
160.310,50095800
160.710,17959655
162.400,42341118
162.530,17878667
162.740,145245450
163.100,41954427
163.370,17164400
163.990,39852000
164.680,140360000
165.480,57918000
166.080,15123280
167.300,29073563
169.630,12851157
169.670,12497120
170.760,98800000
171.360,11000000
172.350,40850000
172.700,38811774
173.100,39352403
173.630,13500000
174.000,41487529
174.080,23000000
174.950,49274000
175.050,50706500
175.740,14331597
176.680,155000000
177.180,140000000
178.370,97217000
178.900,18796028
180.260,106600000
180.510,68594000
181.130,12490000
182.030,36683000
182.200,51241864
185.330,12238780
185.600,57403050
186.800,82808659
188.200,30138273
188.800,72085018
189.200,47093376
189.500,22028510
190.150,4875000
190.700,52481392
191.180,19200000
191.750,14500000
192.600,145545445
192.700,71468607
196.000,62026347
197.300,60925233
199.600,102609575
199.700,28041089
200.200,293343447
200.960,33990000
201.000,63195659
201.400,44228596
201.490,17140000
201.500,21563665
202.890,19400000
203.170,80676392
203.390,36611000
203.400,99236231
203.450,64099650
204.600,181140049
204.850,77418372
208.120,133196800
208.200,91912125
208.590,50000000
208.800,76958333
209.830,31350000
209.900,21417500
210.180,10929360
210.400,69346200
211.650,134397744
212.520,85000000
213.940,262633680
214.990,33896756
216.200,41706555
217.000,68974750
217.250,27701300
218.030,157744704
221.000,81191510
221.060,18190000
222.500,56245038
224.700,167629035
225.900,30161384
228.640,20430000
229.300,35075014
229.940,344910000
232.200,194000000
234.800,14698916
235.650,75424000
235.700,67637500
236.600,59103550
237.900,48000000
239.300,120000000
240.800,106500000
240.840,860160060
244.800,60944000
245.130,93200000
245.490,234442947
245.500,94499451
246.350,93374000
248.700,92430790
250.500,224480634
254.400,109803904
255.000,116173861
255.100,86006666
257.200,22000000
258.890,17400000
259.400,96339666
264.300,122800000
266.800,48500000
274.580,27079903
275.900,76311900
277.280,415920000
279.300,11728571
281.000,162413149
281.200,236742667
282.400,32703000
283.000,135296547
283.600,53357772
285.440,57088000
287.000,88425647
288.000,50645521
288.400,14118000
290.030,135380000
293.000,117725699
296.300,405207248
298.300,94600000
299.110,32550000
302.900,122000000
303.650,420844881
304.800,25000000
305.800,48101656
307.300,14500000
308.300,46962500
309.300,22969546
313.600,65249499
315.200,309612292
315.400,32800000
316.100,243934803
318.400,127360000
318.460,41399800
321.200,330750000
321.400,70000000
326.000,71540007
326.400,165000000
328.200,32800000
329.400,150000000
329.600,59338000
331.100,27490909
332.000,61326575
332.210,29898900
333.700,486970067
336.200,1133000
337.500,140000000
343.600,549908633
346.800,294257087
347.200,45000000
349.500,57204981
354.900,483475343
355.300,106578000
355.900,236335008
361.700,58000000
365.400,452429876
371.600,524704600
377.000,172061265
378.650,700000000
378.900,25000000
386.800,163751050
388.500,79900000
393.270,29496000
393.900,28000000
394.000,52620000
395.000,219839102
401.800,10000000
402.600,49500000
407.600,144742720
409.700,87087200
411.800,62000000
414.100,372064000
418.600,240000000
427.000,62980392
429.200,600000000
432.000,34704057
444.900,275730000
447.100,319800000
456.100,142500000
459.290,1200000000
460.700,171882333
462.200,2600000
465.000,209397765
470.000,311858801
470.800,20000000
476.000,2224285
486.800,270000000
1.400,545000
2.500,1660000
3.900,3000000
6.500,450000
6.600,2050000
8.730,2050000
9.040,2165000
9.280,2275000
9.940,5467000
10.540,1150000
11.000,2805694
11.250,3381666
11.960,2835000
12.250,2750000
12.360,2725000
12.450,3129000
13.370,1868797
13.460,1600000
13.540,2390000
13.920,3720000
14.450,3047000
14.540,2773750
15.260,2944501
15.380,7690000
15.850,3204530
16.040,691196
16.460,2659500
16.550,1375000
16.750,3816964
17.040,1857142
17.160,2856583
17.350,2728333
17.400,1871228
17.520,5275000
17.760,2145065
17.900,1994500
18.000,2469717
18.130,1945750
18.480,2750000
18.800,2286877
18.900,2197304
19.020,3427360
19.070,2732960
19.350,2356800
19.430,3825000
19.610,2618682
19.620,3922497
19.650,2382982
19.790,3184070
19.880,2633715
20.110,4205077
20.240,1850000
20.440,4608462
20.510,4724428
20.750,4381962
